SKU,Order_Date,Product_Type,Price,Availability,Number_Products_Sold,Revenue_Generated,Customer_Region,Customer_Segment,Supplier_Name,Supplier_Defect_Rate,Inspection_Result,Defect_Rate,Return_Reason,Return_Date,Refund_Status,Shipping_Carrier,Shipping_Cost,Transport_Mode,Lead_Time,Manufacturing_Lead_Time,Shipping_Time,Notes,Order_Month,Is_Return
SKU18793,2024-12-30 21:29:37.847990,Headphones,287.89,In Stock,22,6333.58,Central,Regular,Supplier_E,3.83,,3.83,Unknown,,,Carrier_Z,13.08,Air,25,8,1,,2024-12,0
SKU18794,2024-08-24 21:29:37.847990,Laptop,1691.51,In Stock,15,25372.65,North,Regular,Supplier_D,2.78,Pass,2.67,Unknown,,,Carrier_W,52.87,Ground,29,6,9,,2024-08,0
SKU18795,2024-12-27 21:29:37.847990,Laptop,1696.3,In Stock,21,35622.3,West,Regular,Supplier_B,2.68,Pass,2.35,Unknown,,,Carrier_Y,117.62,Air,22,8,1,,2024-12,0
SKU18796,2024-12-18 21:29:37.847990,Smartphone,644.47,In Stock,31,19978.57,South,Regular,Supplier_B,2.0,Pass,1.91,Unknown,,,Carrier_X,35.12,Ground,14,9,4,,2024-12,0
SKU18797,2024-11-21 21:29:37.847990,Smartwatch,484.16,Out of Stock,35,16945.600000000002,West,Wholesale,Supplier_A,1.18,Fail,2.95,Unknown,,,Carrier_Z,31.7,Air,24,8,3,,2024-11,0
SKU18798,2024-12-25 21:29:37.847990,Headphones,178.34,In Stock,16,2853.44,Central,Regular,Supplier_C,3.97,Pass,3.52,Unknown,,,Carrier_Y,9.73,Ground,16,5,6,,2024-12,0
SKU18799,2025-04-25 21:29:37.847990,Headphones,142.76,In Stock,15,2141.4,East,Regular,Supplier_A,1.14,Pass,0.93,Unknown,,,Carrier_Y,7.63,Ground,36,6,7,,2025-04,0
SKU18800,2024-09-19 21:29:37.847990,Smartphone,576.45,Out of Stock,66,38045.7,East,Wholesale,Supplier_B,3.32,Pass,3.01,Unknown,,,Carrier_Y,48.05,Air,11,10,1,,2024-09,0
SKU18801,2024-10-09 21:29:37.847990,Laptop,988.24,Out of Stock,44,43482.56,East,Premium,Supplier_B,2.9,Pass,2.42,Unknown,,,Carrier_Y,55.76,Ground,40,4,9,,2024-10,0
SKU18802,2025-02-23 21:29:37.847990,Headphones,287.79,In Stock,12,3453.4800000000005,South,Regular,Supplier_B,1.7,Pass,1.3,Unknown,,,Carrier_X,17.72,Air,15,11,1,,2025-02,0
SKU18803,2025-01-10 21:29:37.847990,Laptop,1739.91,In Stock,17,29578.47,East,Regular,Supplier_E,3.26,Pass,3.21,Unknown,,,Carrier_X,86.91,Ground,33,6,6,,2025-01,0
SKU18804,2024-11-21 21:29:37.847990,Smartphone,867.95,In Stock,26,22566.7,East,Regular,Supplier_A,1.08,Pass,0.62,Unknown,,,Carrier_Y,29.17,Sea,65,8,27,Station cut ball song now south book gun.,2024-11,0
SKU18805,2025-05-13 21:29:37.847990,Smartwatch,523.98,In Stock,8,4191.84,South,Regular,Supplier_B,3.48,Pass,3.26,Unknown,,,Carrier_Y,29.42,Ground,37,8,6,,2025-05,0
SKU18806,2025-05-15 21:29:37.847990,Smartphone,1200.0,In Stock,22,26400.0,South,Regular,Supplier_C,5.55,Pass,5.52,Defective,2025-06-05 21:29:37.847990,Completed,Carrier_X,61.2,Ground,21,7,4,,2025-05,1
SKU18807,2024-07-09 21:29:37.847990,Smartphone,1011.46,In Stock,22,22252.120000000003,South,Regular,Supplier_D,1.54,Fail,3.04,Unknown,,,Carrier_W,57.64,Air,21,8,1,,2024-07,0
SKU18808,2024-07-17 21:29:37.847990,Laptop,1219.69,In Stock,24,29272.56,East,Regular,Supplier_C,4.3,,4.3,Unknown,,,Carrier_X,53.32,Ground,19,5,4,Identify late deep treat candidate.,2024-07,0
SKU18809,2024-09-13 21:29:37.847990,Laptop,951.62,In Stock,17,16177.54,South,Regular,Supplier_B,2.18,Pass,1.84,Other,2024-10-11 21:29:37.847990,Completed,Carrier_Z,35.97,Ground,35,5,7,Interesting heavy up create look.,2024-09,1
SKU18810,2024-12-27 21:29:37.847990,Laptop,1302.16,In Stock,14,18230.24,West,Regular,Supplier_B,3.84,Pass,3.6,Unknown,,,Carrier_Z,71.75,Ground,37,5,9,,2024-12,0
SKU18811,2025-03-23 21:29:37.847990,Smartwatch,510.1,In Stock,9,4590.900000000001,Central,Premium,Supplier_A,1.02,,1.02,Unknown,,,Carrier_Z,27.46,Air,37,5,3,,2025-03,0
SKU18812,2025-05-05 21:29:37.847990,Laptop,1542.55,In Stock,43,66329.65,South,Wholesale,Supplier_D,2.21,Pass,1.74,Unknown,,,Carrier_X,106.98,Air,13,8,1,,2025-05,0
SKU18813,2024-08-21 21:29:37.847990,Smartphone,410.11,Out of Stock,25,10252.75,North,Regular,Supplier_B,3.54,Pass,3.4,Late Delivery,2024-09-03 21:29:37.847990,Completed,Carrier_X,17.94,Ground,34,8,6,,2024-08,1
SKU18814,2024-11-12 21:29:37.847990,Headphones,240.59,In Stock,25,6014.75,Central,Regular,Supplier_D,1.4,,1.4,Unknown,,,Carrier_Z,13.28,Air,23,6,3,,2024-11,0
SKU18815,2024-07-15 21:29:37.847990,Headphones,154.83,In Stock,15,2322.4500000000003,Central,Regular,Supplier_A,2.2,Pass,2.17,Unknown,,,Carrier_Z,11.09,Air,20,4,3,,2024-07,0
SKU18816,2024-12-02 21:29:37.847990,Smartwatch,150.0,In Stock,11,1650.0,East,Regular,Supplier_A,1.92,Pass,1.53,Unknown,,,Carrier_X,7.86,Air,35,9,1,,2024-12,0
SKU18817,2024-06-17 21:29:37.847990,Tablet,900.0,Out of Stock,16,14400.0,North,Regular,Supplier_B,2.51,Pass,2.47,Unknown,,,Carrier_Z,75.44,Air,11,9,1,,2024-06,0
SKU18818,2024-06-11 21:29:37.847990,Laptop,1762.4,Out of Stock,25,44060.0,East,Regular,Supplier_B,2.09,Pass,2.08,Unknown,,,Carrier_W,38.2,Sea,28,8,18,,2024-06,0
SKU18819,2024-09-10 21:29:37.847990,Headphones,154.35,In Stock,18,2778.3,East,Regular,Supplier_D,1.73,Pass,1.63,Unknown,,,Carrier_Z,13.48,Air,21,6,1,,2024-09,0
SKU18820,2024-10-31 21:29:37.847990,Smartwatch,600.0,In Stock,2,1200.0,East,Regular,Supplier_C,5.37,,5.37,Changed Mind,2024-11-23 21:29:37.847990,Completed,Carrier_X,27.0,Ground,23,5,3,,2024-10,1
SKU18821,2024-06-05 21:29:37.847990,Laptop,1576.68,Out of Stock,45,70950.6,North,Premium,Supplier_A,1.21,Pass,0.9,Other,2024-06-13 21:29:37.847990,Pending,Carrier_Y,87.53,Ground,30,6,9,,2024-06,1
SKU18822,2024-09-11 21:29:37.847990,Smartwatch,372.13,Out of Stock,4,1488.52,East,Regular,Supplier_A,1.43,Pass,1.13,Unknown,,,Carrier_X,30.62,Air,36,8,2,,2024-09,0
SKU18823,2024-09-24 21:29:37.847990,Laptop,967.29,In Stock,21,20313.09,Central,Regular,Supplier_A,1.3,Pass,1.22,Unknown,,,Carrier_Y,36.32,Ground,40,6,6,,2024-09,0
SKU18824,2025-02-11 21:29:37.847990,Smartphone,1193.7,In Stock,24,28648.800000000003,North,Premium,Supplier_B,3.46,Pass,3.04,Unknown,,,Carrier_Y,59.16,Ground,28,5,4,,2025-02,0
SKU18825,2024-11-13 21:29:37.847990,Headphones,300.0,In Stock,17,5100.0,North,Regular,Supplier_E,4.0,Pass,3.54,Unknown,,,Carrier_X,10.64,Sea,28,6,13,,2024-11,0
SKU18826,2025-03-30 21:29:37.847990,Tablet,617.87,Out of Stock,28,17300.36,East,Wholesale,Supplier_A,2.02,Pass,1.84,Unknown,,,Carrier_X,34.47,Ground,42,7,4,,2025-03,0
SKU18827,2024-09-01 21:29:37.847990,Smartphone,1200.0,In Stock,23,27600.0,East,Regular,Supplier_A,1.9,Pass,1.51,Unknown,,,Carrier_X,95.56,Air,35,6,1,,2024-09,0
SKU18828,2024-12-04 21:29:37.847990,Headphones,122.2,In Stock,18,2199.6,West,Regular,Supplier_A,0.58,Pass,0.31,Unknown,,,Carrier_Y,2.88,Sea,53,9,28,,2024-12,0
SKU18829,2024-08-31 21:29:37.847990,Tablet,900.0,Out of Stock,19,17100.0,West,Premium,Supplier_C,5.13,,5.13,Defective,2024-09-19 21:29:37.847990,Completed,Carrier_Y,49.42,Air,23,7,3,Agency board wide identify direction no.,2024-08,1
SKU18830,2024-11-06 21:29:37.847990,Smartwatch,568.9,Out of Stock,14,7964.599999999999,East,Regular,Supplier_A,1.77,Pass,1.68,Unknown,,,Carrier_Y,38.45,Air,30,6,1,,2024-11,0
SKU18831,2024-09-12 21:29:37.847990,Smartphone,671.27,In Stock,31,20809.37,East,Premium,Supplier_D,1.36,Pass,1.17,Unknown,,,Carrier_Y,13.0,Sea,59,10,27,,2024-09,0
SKU18832,2025-03-16 21:29:37.847990,Smartwatch,230.86,Out of Stock,26,6002.360000000001,Central,Wholesale,Supplier_D,2.53,Pass,2.44,Unknown,,,Carrier_W,9.66,Ground,23,5,7,,2025-03,0
SKU18833,2025-05-19 21:29:37.847990,Smartwatch,474.23,In Stock,31,14701.13,Central,Premium,Supplier_A,1.94,Pass,1.93,Unknown,,,Carrier_X,20.35,Ground,41,5,3,Authority few move already feel exactly.,2025-05,0
SKU18834,2024-09-22 21:29:37.847990,Headphones,215.68,In Stock,13,2803.84,West,Premium,Supplier_B,3.74,Pass,3.55,Unknown,,,Carrier_X,11.89,Ground,18,3,4,,2024-09,0
SKU18835,2024-12-08 21:29:37.847990,Headphones,95.21,In Stock,18,1713.78,South,Regular,Supplier_E,4.48,Pass,4.32,Unknown,,,Carrier_X,2.97,Ground,30,9,3,,2024-12,0
SKU18836,2024-06-06 21:29:37.847990,Headphones,300.0,In Stock,25,7500.0,South,Premium,Supplier_B,2.2,Pass,1.89,Unknown,,,Carrier_X,12.02,Ground,14,5,4,,2024-06,0
SKU18837,2024-08-16 21:29:37.847990,Headphones,163.83,In Stock,18,2948.94,West,Regular,Supplier_D,1.9,Pass,1.45,Defective,2024-09-03 21:29:37.847990,Completed,Carrier_W,8.63,Ground,31,7,7,,2024-08,1
SKU18838,2025-01-11 21:29:37.847990,Smartwatch,284.43,In Stock,10,2844.3,North,Regular,Supplier_D,2.95,Pass,2.94,Defective,2025-01-27 21:29:37.847990,Pending,Carrier_W,12.69,Ground,35,5,7,,2025-01,1
SKU18839,2024-08-25 21:29:37.847990,Smartwatch,515.43,In Stock,12,6185.16,North,Regular,Supplier_A,2.2,Pass,1.95,Unknown,,,Carrier_X,21.19,Ground,33,8,4,Approach impact hundred performance lose.,2024-08,0
SKU18840,2025-03-28 21:29:37.847990,Smartwatch,178.03,In Stock,10,1780.3,East,Regular,Supplier_A,1.57,Pass,1.14,Late Delivery,2025-04-24 21:29:37.847990,Completed,Carrier_X,7.77,Ground,33,7,4,,2025-03,1
SKU18841,2024-11-17 21:29:37.847990,Tablet,648.7,In Stock,18,11676.6,South,Regular,Supplier_A,1.62,Pass,1.3,Unknown,,,Carrier_X,40.35,Air,39,7,1,,2024-11,0
SKU18842,2024-11-18 21:29:37.847990,Smartphone,1142.07,Out of Stock,25,28551.75,East,Regular,Supplier_D,1.51,Pass,1.31,Wrong Product,2024-12-13 21:29:37.847990,Completed,Carrier_Y,49.94,Ground,20,7,4,,2024-11,1
SKU18843,2024-07-07 21:29:37.847990,Smartwatch,386.47,In Stock,27,10434.69,West,Wholesale,Supplier_E,4.14,Fail,6.26,Unknown,,,Carrier_Y,28.57,Air,16,6,1,,2024-07,0
SKU18844,2025-05-01 21:29:37.847990,Smartphone,604.66,In Stock,59,35674.939999999995,West,Wholesale,Supplier_A,0.99,Pass,0.72,Unknown,,,Carrier_Y,11.45,Sea,45,6,24,,2025-05,0
SKU18845,2024-08-01 21:29:37.847990,Smartphone,1200.0,Out of Stock,18,21600.0,North,Regular,Supplier_D,1.97,,1.97,Unknown,,,Carrier_X,69.12,Air,22,7,2,,2024-08,0
SKU18846,2024-06-28 21:29:37.847990,Smartwatch,505.67,In Stock,17,8596.39,East,Premium,Supplier_D,1.59,Pass,1.43,Changed Mind,2024-07-03 21:29:37.847990,Completed,Carrier_X,23.28,Air,17,8,1,,2024-06,1
SKU18847,2024-09-24 21:29:37.847990,Smartphone,757.0,In Stock,18,13626.0,Central,Regular,Supplier_A,1.19,Pass,1.07,Unknown,,,Carrier_Y,39.75,Air,32,7,3,,2024-09,0
SKU18848,2024-07-26 21:29:37.847990,Smartphone,677.82,Out of Stock,71,48125.22,East,Wholesale,Supplier_A,2.11,Pass,1.89,Changed Mind,2024-08-08 21:29:37.847990,Completed,Carrier_Y,33.44,Air,13,5,1,,2024-07,1
SKU18849,2024-09-07 21:29:37.847990,Headphones,140.58,Out of Stock,19,2671.0200000000004,North,Premium,Supplier_A,0.82,Pass,0.35,Unknown,,,Carrier_W,4.39,Ground,16,6,4,,2024-09,0
SKU18850,2025-04-23 21:29:37.847990,Headphones,121.98,In Stock,15,1829.7,North,Regular,Supplier_A,1.63,,1.63,Unknown,,,Carrier_W,4.02,Ground,45,8,7,,2025-04,0
SKU18851,2024-06-13 21:29:37.847990,Smartwatch,273.14,In Stock,23,6282.219999999999,West,Premium,Supplier_C,6.16,Fail,7.81,Defective,2024-07-11 21:29:37.847990,Completed,Carrier_Z,21.73,Air,8,11,1,,2024-06,1
SKU18852,2025-03-19 21:29:37.847990,Smartphone,762.93,In Stock,33,25176.69,Central,Premium,Supplier_B,2.85,Fail,5.84,Late Delivery,2025-04-03 21:29:37.847990,Pending,Carrier_Y,43.62,Ground,26,8,9,,2025-03,1
SKU18853,2024-09-12 21:29:37.847990,Tablet,526.62,In Stock,16,8425.92,West,Premium,Supplier_B,3.63,,3.63,Unknown,,,Carrier_X,11.76,Sea,40,9,16,,2024-09,0
SKU18854,2025-02-02 21:29:37.847990,Laptop,1845.45,In Stock,11,20299.95,North,Regular,Supplier_C,5.17,,5.17,Unknown,,,Carrier_W,56.83,Ground,24,6,9,,2025-02,0
SKU18855,2025-02-23 21:29:37.847990,Smartwatch,196.81,In Stock,20,3936.2,Central,Wholesale,Supplier_A,0.82,Pass,0.36,Unknown,,,Carrier_Z,7.79,Ground,35,8,6,,2025-02,0
SKU18856,2024-09-26 21:29:37.847990,Smartwatch,359.12,In Stock,8,2872.96,East,Regular,Supplier_C,5.01,Pass,4.79,Unknown,,,Carrier_Y,13.74,Ground,24,7,7,,2024-09,0
SKU18857,2024-12-23 21:29:37.847990,Smartwatch,509.04,In Stock,21,10689.84,East,Premium,Supplier_A,2.15,Fail,4.44,Unknown,,,Carrier_Y,36.52,Air,35,8,1,,2024-12,0
SKU18858,2025-04-27 21:29:37.847990,Headphones,178.68,In Stock,31,5539.08,South,Premium,Supplier_D,2.25,Pass,2.0,Unknown,,,Carrier_X,4.04,Sea,26,5,10,,2025-04,0
SKU18859,2024-10-23 21:29:37.847990,Tablet,488.27,In Stock,10,4882.7,South,Regular,Supplier_B,3.57,Pass,3.24,Unknown,,,Carrier_X,24.11,Air,16,6,2,,2024-10,0
SKU18860,2024-06-03 21:29:37.847990,Smartwatch,322.54,In Stock,15,4838.1,North,Regular,Supplier_A,1.32,Pass,0.96,Defective,2024-06-21 21:29:37.847990,Completed,Carrier_W,17.43,Air,22,7,1,,2024-06,1
SKU18861,2024-11-21 21:29:37.847990,Tablet,650.23,In Stock,19,12354.37,West,Premium,Supplier_A,1.34,,1.34,Unknown,,,Carrier_Y,20.64,Ground,27,6,6,,2024-11,0
SKU18862,2025-03-04 21:29:37.847990,Laptop,1043.6,Out of Stock,23,24002.8,East,Regular,Supplier_C,5.05,,5.05,Defective,2025-03-19 21:29:37.847990,Completed,Carrier_X,47.2,Ground,16,3,4,,2025-03,1
SKU18863,2024-12-17 21:29:37.847990,Laptop,1354.9,Out of Stock,47,63680.3,West,Premium,Supplier_D,1.6,Fail,3.16,Changed Mind,2025-01-08 21:29:37.847990,Completed,Carrier_Y,103.68,Air,17,7,1,,2024-12,1
SKU18864,2024-06-10 21:29:37.847990,Laptop,1195.5,In Stock,26,31083.0,West,Regular,Supplier_A,1.19,Pass,1.12,Unknown,,,Carrier_Z,47.65,Ground,24,5,7,,2024-06,0
SKU18865,2024-11-01 21:29:37.847990,Smartwatch,205.59,In Stock,18,3700.62,Central,Premium,Supplier_A,1.73,Pass,1.56,Unknown,,,Carrier_Y,11.72,Ground,42,5,4,,2024-11,0
SKU18866,2025-02-14 21:29:37.847990,Tablet,592.75,Out of Stock,10,5927.5,South,Regular,Supplier_C,5.28,,5.28,Defective,2025-03-02 21:29:37.847990,Completed,Carrier_Z,48.65,Air,25,6,3,,2025-02,1
SKU18867,2025-03-15 21:29:37.847990,Smartwatch,212.5,In Stock,5,1062.5,North,Regular,Supplier_B,2.55,Pass,2.36,Unknown,,,Carrier_Y,10.94,Ground,27,8,6,,2025-03,0
SKU18868,2024-12-08 21:29:37.847990,Smartphone,951.19,In Stock,25,23779.75,West,Regular,Supplier_D,2.29,Pass,2.1,Unknown,,,Carrier_X,47.25,Ground,28,7,4,,2024-12,0
SKU18869,2024-11-01 21:29:37.847990,Laptop,1703.53,Out of Stock,20,34070.6,North,Regular,Supplier_B,3.73,Fail,6.49,Defective,2024-11-10 21:29:37.847990,Pending,Carrier_Y,146.66,Air,31,7,3,,2024-11,1
SKU18870,2024-12-15 21:29:37.847990,Laptop,1435.94,Out of Stock,29,41642.26,South,Regular,Supplier_A,1.25,Pass,0.97,Unknown,,,Carrier_W,82.72,Ground,21,9,4,,2024-12,0
SKU18871,2025-01-25 21:29:37.847990,Laptop,1521.04,In Stock,12,18252.48,Central,Regular,Supplier_C,4.58,,4.58,Unknown,,,Carrier_Z,91.86,Air,15,3,3,,2025-01,0
SKU18872,2024-09-15 21:29:37.847990,Smartphone,725.21,Out of Stock,28,20305.88,East,Premium,Supplier_B,2.84,Pass,2.63,Defective,2024-10-14 21:29:37.847990,Pending,Carrier_W,64.77,Air,13,6,3,,2024-09,1
SKU18873,2024-07-22 21:29:37.847990,Smartwatch,385.84,In Stock,10,3858.4,North,Regular,Supplier_E,3.64,Pass,3.32,Unknown,,,Carrier_Z,24.78,Air,21,6,3,,2024-07,0
SKU18874,2024-10-02 21:29:37.847990,Tablet,900.0,In Stock,11,9900.0,West,Regular,Supplier_C,5.39,Pass,5.38,Defective,2024-10-26 21:29:37.847990,Pending,Carrier_Y,42.8,Air,10,7,3,,2024-10,1
SKU18875,2025-04-18 21:29:37.847990,Laptop,1608.08,In Stock,28,45026.24,South,Regular,Supplier_C,5.28,,5.28,Wrong Product,2025-05-01 21:29:37.847990,Rejected,Carrier_W,79.61,Air,18,8,3,,2025-04,1
SKU18876,2024-09-15 21:29:37.847990,Laptop,2000.0,In Stock,18,36000.0,North,Regular,Supplier_D,1.56,Pass,1.08,Unknown,,,Carrier_X,151.24,Air,17,7,1,,2024-09,0
SKU18877,2024-09-21 21:29:37.847990,Headphones,101.65,In Stock,11,1118.15,North,Regular,Supplier_A,1.56,Pass,1.48,Unknown,,,Carrier_Y,8.23,Air,13,7,1,,2024-09,0
SKU18878,2024-07-21 21:29:37.847990,Tablet,519.96,In Stock,11,5719.56,East,Regular,Supplier_C,4.79,Pass,4.75,Unknown,,,Carrier_Y,28.19,Ground,16,7,4,,2024-07,0
SKU18879,2024-08-24 21:29:37.847990,Laptop,1099.19,Out of Stock,17,18686.23,East,Regular,Supplier_B,2.61,Pass,2.52,Unknown,,,Carrier_Y,56.18,Air,34,7,3,,2024-08,0
SKU18880,2025-05-14 21:29:37.847990,Smartwatch,309.67,In Stock,8,2477.36,Central,Regular,Supplier_D,2.19,Pass,2.0,Unknown,,,Carrier_W,13.25,Ground,41,10,9,,2025-05,0
SKU18881,2025-03-06 21:29:37.847990,Smartphone,1000.27,Out of Stock,25,25006.75,South,Regular,Supplier_B,3.28,Pass,2.94,Defective,2025-03-17 21:29:37.847990,Completed,Carrier_Y,84.28,Air,22,7,1,,2025-03,1
SKU18882,2025-01-24 21:29:37.847990,Smartphone,955.95,In Stock,45,43017.75,West,Wholesale,Supplier_A,1.79,Pass,1.64,Unknown,,,Carrier_W,65.21,Air,18,4,1,,2025-01,0
SKU18883,2024-06-26 21:29:37.847990,Smartphone,686.61,In Stock,29,19911.69,West,Regular,Supplier_E,4.29,Pass,3.86,Unknown,,,Carrier_Y,15.76,Sea,30,3,15,,2024-06,0
SKU18884,2024-12-15 21:29:37.847990,Laptop,1408.21,In Stock,24,33797.04,South,Regular,Supplier_A,1.98,Pass,1.88,Unknown,,,Carrier_Y,77.59,Air,39,6,1,,2024-12,0
SKU18885,2025-02-03 21:29:37.847990,Smartphone,638.64,In Stock,17,10856.88,Central,Regular,Supplier_A,2.02,Pass,1.64,Defective,2025-02-11 21:29:37.847990,Completed,Carrier_Y,29.44,Ground,35,6,6,,2025-02,1
SKU18886,2025-05-06 21:29:37.847990,Headphones,174.78,In Stock,16,2796.48,North,Regular,Supplier_C,4.88,Pass,4.88,Unknown,,,Carrier_X,5.47,Ground,15,4,5,,2025-05,0
SKU18887,2025-05-17 21:29:37.847990,Smartwatch,436.25,In Stock,13,5671.25,South,Regular,Supplier_B,3.76,Pass,3.33,Unknown,,,Carrier_X,26.74,Air,11,12,1,,2025-05,0
SKU18888,2025-04-17 21:29:37.847990,Smartphone,1120.82,In Stock,31,34745.42,North,Regular,Supplier_C,4.47,Pass,3.99,Unknown,,,Carrier_X,53.62,Air,24,9,2,,2025-04,0
SKU18889,2025-01-14 21:29:37.847990,Smartwatch,366.71,In Stock,8,2933.68,East,Premium,Supplier_A,1.34,Pass,0.94,Unknown,,,Carrier_X,16.52,Air,23,3,2,Industry forget base though admit.,2025-01,0
SKU18890,2024-07-11 21:29:37.847990,Tablet,764.47,In Stock,13,9938.11,West,Regular,Supplier_A,2.02,Pass,1.58,Unknown,,,Carrier_W,39.21,Ground,35,8,6,,2024-07,0
SKU18891,2025-01-03 21:29:37.847990,Laptop,990.04,In Stock,19,18810.76,West,Regular,Supplier_D,2.1,Pass,2.02,Unknown,,,Carrier_X,57.56,Air,30,8,2,Call far deal reality begin myself.,2025-01,0
SKU18892,2024-12-06 21:29:37.847990,Tablet,558.92,In Stock,16,8942.72,North,Regular,Supplier_D,1.73,,1.73,Unknown,,,Carrier_Y,26.24,Ground,37,7,9,,2024-12,0
SKU18893,2025-03-13 21:29:37.847990,Headphones,172.37,In Stock,13,2240.81,South,Regular,Supplier_E,4.35,Pass,4.31,Changed Mind,2025-03-18 21:29:37.847990,Completed,Carrier_Y,8.34,Ground,31,10,4,,2025-03,1
SKU18894,2025-02-13 21:29:37.847990,Tablet,381.63,Out of Stock,11,4197.93,North,Regular,Supplier_D,1.93,Pass,1.55,Unknown,,,Carrier_X,25.13,Air,18,11,2,,2025-02,0
SKU18895,2024-08-22 21:29:37.847990,Smartwatch,419.7,In Stock,15,6295.5,North,Regular,Supplier_A,0.79,,0.79,Unknown,,,Carrier_W,23.56,Ground,40,5,6,,2024-08,0
SKU18896,2024-12-04 21:29:37.847990,Headphones,160.29,In Stock,24,3846.96,North,Regular,Supplier_A,1.68,Pass,1.64,Unknown,,,Carrier_Y,5.51,Ground,25,3,4,Production do political true sell value friend.,2024-12,0
SKU18897,2024-10-25 21:29:37.847990,Laptop,780.6,In Stock,16,12489.6,East,Regular,Supplier_A,2.26,Pass,2.14,Unknown,,,Carrier_X,24.9,Ground,15,9,3,,2024-10,0
SKU18898,2024-10-12 21:29:37.847990,Laptop,985.76,In Stock,28,27601.28,South,Regular,Supplier_A,1.22,Pass,1.15,Defective,2024-11-03 21:29:37.847990,Pending,Carrier_X,51.04,Air,27,3,2,,2024-10,1
SKU18899,2025-03-19 21:29:37.847990,Smartphone,711.86,Out of Stock,21,14949.06,North,Regular,Supplier_C,5.25,,5.25,Unknown,,,Carrier_W,59.0,Air,8,11,1,,2025-03,0
SKU18900,2024-12-01 21:29:37.847990,Headphones,252.06,In Stock,19,4789.14,North,Regular,Supplier_E,5.08,Pass,4.62,Unknown,,,Carrier_Z,11.48,Ground,28,5,4,Example service also relationship couple western each.,2024-12,0
SKU18901,2024-08-18 21:29:37.847990,Smartphone,400.0,In Stock,23,9200.0,East,Regular,Supplier_A,2.03,Pass,1.91,Unknown,,,Carrier_Z,28.48,Air,28,3,3,Occur recent poor claim former attorney drive.,2024-08,0
SKU18902,2024-09-28 21:29:37.847990,Laptop,1430.35,In Stock,18,25746.3,West,Regular,Supplier_D,3.37,,3.37,Unknown,,,Carrier_Y,80.33,Air,25,8,1,,2024-09,0
SKU18903,2024-11-30 21:29:37.847990,Tablet,598.0,In Stock,56,33488.0,South,Wholesale,Supplier_B,3.2,Pass,2.71,Unknown,,,Carrier_X,20.16,Ground,14,5,4,,2024-11,0
SKU18904,2025-03-27 21:29:37.847990,Smartwatch,264.89,In Stock,15,3973.35,North,Premium,Supplier_B,2.88,Pass,2.68,Unknown,,,Carrier_X,16.01,Air,19,5,2,,2025-03,0
SKU18905,2024-11-18 21:29:37.847990,Laptop,1841.97,In Stock,27,49733.19,North,Regular,Supplier_B,3.91,Pass,3.72,Unknown,,,Carrier_X,74.97,Ground,32,3,4,,2024-11,0
SKU18906,2024-10-24 21:29:37.847990,Smartphone,704.22,Out of Stock,22,15492.84,East,Regular,Supplier_B,2.75,Pass,2.71,Unknown,,,Carrier_Z,32.88,Ground,30,6,6,,2024-10,0
SKU18907,2025-01-27 21:29:37.847990,Smartphone,482.7,In Stock,20,9654.0,North,Regular,Supplier_E,4.06,Pass,3.78,Unknown,,,Carrier_X,26.53,Air,26,8,2,,2025-01,0
SKU18908,2025-05-16 21:29:37.847990,Smartphone,714.0,In Stock,18,12852.0,South,Regular,Supplier_E,3.93,Pass,3.55,Unknown,,,Carrier_Y,32.32,Ground,16,4,7,,2025-05,0
SKU18909,2025-03-18 21:29:37.847990,Smartwatch,351.74,In Stock,11,3869.14,East,Premium,Supplier_C,4.91,Pass,4.77,Unknown,,,Carrier_W,22.69,Air,23,7,1,Another report between him smile take college.,2025-03,0
SKU18910,2024-12-01 21:29:37.847990,Tablet,303.06,In Stock,20,6061.2,East,Regular,Supplier_A,1.9,,1.9,Unknown,,,Carrier_W,14.6,Ground,33,9,4,,2024-12,0
SKU18911,2024-11-28 21:29:37.847990,Laptop,1757.62,In Stock,52,91396.24,North,Premium,Supplier_B,4.18,Pass,3.88,Unknown,,,Carrier_Y,82.6,Ground,37,6,9,,2024-11,0
SKU18912,2024-12-03 21:29:37.847990,Smartwatch,225.91,In Stock,13,2936.83,South,Regular,Supplier_B,3.05,Pass,2.69,Unknown,,,Carrier_Z,19.21,Air,31,8,3,,2024-12,0
SKU18913,2024-11-10 21:29:37.847990,Headphones,221.92,In Stock,21,4660.32,East,Regular,Supplier_E,4.21,Pass,3.92,Defective,2024-12-08 21:29:37.847990,Completed,Carrier_Y,11.91,Air,30,5,3,,2024-11,1
SKU18914,2024-10-07 21:29:37.847990,Tablet,471.88,In Stock,21,9909.48,East,Premium,Supplier_A,1.75,Fail,3.75,Unknown,,,Carrier_Z,23.29,Ground,19,6,7,,2024-10,0
SKU18915,2025-05-15 21:29:37.847990,Laptop,1334.98,In Stock,31,41384.38,North,Premium,Supplier_D,1.95,Pass,1.63,Unknown,,,Carrier_X,41.69,Ground,24,6,4,,2025-05,0
SKU18916,2025-03-08 21:29:37.847990,Smartphone,676.65,Out of Stock,39,26389.35,East,Premium,Supplier_B,2.97,Pass,2.64,Unknown,,,Carrier_X,33.56,Ground,26,5,5,,2025-03,0
